"","Country","Year","SPEC_RECEIVED_NB","SPEC_PROCESSED_NB","AH1","AH1N12009","AH3","AH5","ANOTSUBTYPED","INF_A","BYAMAGATA","BVICTORIA","BNOTDETERMINED","INF_B","ALL_INF","ALL_INF2","TITLE"
"550","South Africa",2009,652,652,2,69,106,0,0,177,0,0,7,7,184,NA,"Widespread Outbreak"
"551","South Africa",2009,465,465,0,49,47,0,7,103,0,0,7,7,110,NA,"Widespread Outbreak"
"552","South Africa",2009,350,350,0,69,20,0,4,93,0,0,13,13,106,NA,"Widespread Outbreak"
"553","South Africa",2009,468,468,0,136,28,0,5,169,0,0,13,13,182,NA,"Widespread Outbreak"
"554","South Africa",2009,549,549,0,187,14,0,0,201,0,0,25,25,226,NA,"Widespread Outbreak"
"555","South Africa",2009,478,416,0,134,8,0,2,144,0,0,14,14,158,NA,"Widespread Outbreak"
"556","South Africa",2009,670,541,0,185,2,0,1,188,0,0,12,12,200,NA,"Widespread Outbreak"
"557","South Africa",2009,534,450,0,147,4,0,2,153,0,0,7,7,160,NA,"Widespread Outbreak"
"558","South Africa",2009,442,363,0,80,1,0,0,81,0,0,5,5,86,NA,"Regional Outbreak"
"559","South Africa",2009,287,273,0,63,0,0,0,63,0,0,10,10,73,NA,"Regional Outbreak"
"560","South Africa",2009,281,264,0,37,0,0,0,37,0,0,7,7,44,NA,"Regional Outbreak"
"561","South Africa",2009,157,147,0,8,0,0,0,8,0,0,2,2,10,NA,"Local Outbreak"
"562","South Africa",2009,179,178,0,6,1,0,0,7,0,0,3,3,10,NA,"Sporadic"
"563","South Africa",2009,106,106,0,1,0,0,0,1,0,0,2,2,3,NA,"Sporadic"
"564","South Africa",2009,191,191,0,3,0,0,0,3,0,0,2,2,5,NA,"Sporadic"
"565","South Africa",2009,120,120,0,1,0,0,0,1,0,0,1,1,2,NA,"Sporadic"
"566","South Africa",2009,23,23,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"567","South Africa",2009,68,68,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"568","South Africa",2009,156,156,0,0,0,0,1,1,0,0,0,0,1,NA,"Sporadic"
"569","South Africa",2009,113,113,0,0,0,0,2,2,0,0,0,0,2,NA,"Sporadic"
"570","South Africa",2009,82,82,0,4,0,0,2,6,0,0,0,0,6,NA,"Sporadic"
"571","South Africa",2009,119,119,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"572","South Africa",2009,115,115,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"573","South Africa",2009,36,36,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"574","South Africa",2009,55,55,0,0,0,0,1,1,0,0,0,0,1,NA,"Sporadic"
"575","South Africa",2009,2,2,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"576","South Africa",2010,64,64,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"577","South Africa",2010,76,75,0,1,0,0,0,1,0,0,0,0,1,NA,"No Activity"
"578","South Africa",2010,66,66,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"579","South Africa",2010,67,67,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"580","South Africa",2010,106,106,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"581","South Africa",2010,87,86,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"582","South Africa",2010,134,133,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"583","South Africa",2010,54,54,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"584","South Africa",2010,79,79,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"585","South Africa",2010,138,138,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"586","South Africa",2010,98,98,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"587","South Africa",2010,119,119,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"588","South Africa",2010,103,103,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"589","South Africa",2010,66,66,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"590","South Africa",2010,134,136,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"591","South Africa",2010,122,122,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"592","South Africa",2010,71,71,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"593","South Africa",2010,151,151,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"594","South Africa",2010,155,155,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"595","South Africa",2010,149,149,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"596","South Africa",2010,128,128,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"597","South Africa",2010,145,145,0,0,0,0,0,0,0,0,2,2,2,NA,"Sporadic"
"598","South Africa",2010,166,166,0,0,4,0,0,4,0,0,6,6,10,NA,"Sporadic"
"599","South Africa",2010,125,125,0,0,9,0,0,9,0,0,7,7,16,NA,"Sporadic"
"600","South Africa",2010,164,163,0,1,16,0,0,17,0,0,19,19,36,NA,"No Report"
"601","South Africa",2010,212,212,0,2,29,0,0,31,0,0,53,53,84,NA,"No Report"
"602","South Africa",2010,227,227,0,3,31,0,0,34,0,0,51,51,85,NA,"No Report"
"603","South Africa",2010,263,263,0,2,45,0,0,47,0,0,38,38,85,NA,"No Report"
"604","South Africa",2010,211,211,0,6,33,0,0,39,0,0,22,22,61,NA,"No Report"
"605","South Africa",2010,329,329,0,9,33,0,0,42,0,0,79,79,121,NA,"No Report"
"606","South Africa",2010,282,282,0,18,37,0,0,55,0,0,69,69,124,NA,"No Report"
"607","South Africa",2010,235,235,0,21,22,0,0,43,0,0,56,56,99,NA,"No Report"
"608","South Africa",2010,241,241,0,28,11,0,0,39,0,0,83,83,122,NA,"No Report"
"609","South Africa",2010,213,213,0,38,13,0,0,51,0,0,65,65,116,NA,"No Report"
"610","South Africa",2010,200,200,0,21,10,0,0,31,0,0,43,43,74,NA,"No Report"
"611","South Africa",2010,175,174,0,30,13,0,0,43,0,0,35,35,78,NA,"No Report"
"612","South Africa",2010,181,181,0,23,16,0,0,39,0,0,22,22,61,NA,"No Report"
"613","South Africa",2010,146,146,0,12,7,0,0,19,0,0,20,20,39,NA,"No Report"
"614","South Africa",2010,124,124,0,17,2,0,0,19,0,0,5,5,24,NA,"No Report"
"615","South Africa",2010,156,146,0,10,2,0,0,12,0,0,8,8,20,NA,"No Report"
"616","South Africa",2010,141,108,0,3,1,0,0,4,0,0,4,4,8,NA,"No Report"
"617","South Africa",2010,137,80,0,10,2,0,0,12,0,0,2,2,14,NA,"No Report"
"618","South Africa",2010,123,123,0,1,1,0,0,2,0,0,4,4,6,NA,"No Report"
"619","South Africa",2010,148,124,0,1,1,0,0,2,0,0,1,1,3,NA,"No Report"
"620","South Africa",2010,113,112,0,3,1,0,0,4,0,0,7,7,11,NA,"No Report"
"621","South Africa",2010,102,102,0,2,0,0,0,2,0,0,7,7,9,NA,"No Report"
"622","South Africa",2010,70,70,0,7,0,0,0,7,0,0,1,1,8,NA,"Sporadic"
"623","South Africa",2010,48,48,0,0,0,0,0,0,0,0,3,3,3,NA,"Sporadic"
"624","South Africa",2010,46,46,0,2,0,0,0,2,0,0,1,1,3,NA,"Sporadic"
"625","South Africa",2010,57,48,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"626","South Africa",2010,43,36,0,3,0,0,0,3,0,0,0,0,3,NA,"Sporadic"
"627","South Africa",2010,10,7,0,1,0,0,0,1,0,0,1,1,2,NA,"Sporadic"
"628","South Africa",2011,68,68,0,5,2,0,0,7,0,0,1,1,8,NA,"Sporadic"
"629","South Africa",2011,100,100,0,3,0,0,0,3,0,0,1,1,4,NA,"Sporadic"
"630","South Africa",2011,76,76,0,2,0,0,0,2,0,0,0,0,2,NA,"Sporadic"
"631","South Africa",2011,77,77,0,1,0,0,0,1,0,0,0,0,1,NA,"Sporadic"
"632","South Africa",2011,98,98,0,2,0,0,0,2,0,0,0,0,2,NA,"Sporadic"
"633","South Africa",2011,122,121,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"634","South Africa",2011,136,136,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"635","South Africa",2011,108,108,0,2,0,0,0,2,0,0,2,2,4,NA,"Sporadic"
"636","South Africa",2011,142,142,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"637","South Africa",2011,125,125,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"638","South Africa",2011,138,138,0,1,0,0,0,1,0,0,4,4,5,NA,"Sporadic"
"639","South Africa",2011,117,117,0,1,0,0,0,1,0,0,0,0,1,NA,"Sporadic"
"640","South Africa",2011,163,163,0,2,0,0,0,2,0,0,0,0,2,NA,"No Report"
"641","South Africa",2011,134,134,0,1,0,0,0,1,0,0,0,0,1,NA,"Sporadic"
"642","South Africa",2011,144,144,0,4,0,0,0,4,0,0,1,1,5,NA,"Sporadic"
"643","South Africa",2011,100,100,0,2,0,0,0,2,0,0,0,0,2,NA,"Sporadic"
"644","South Africa",2011,92,92,0,8,0,0,0,8,0,0,0,0,8,NA,"Sporadic"
"645","South Africa",2011,121,121,0,12,2,0,0,14,0,0,0,0,14,NA,"Regional Outbreak"
"646","South Africa",2011,197,122,0,24,0,0,0,24,0,0,0,0,24,NA,"Regional Outbreak"
"647","South Africa",2011,216,215,0,42,2,0,2,46,0,0,1,1,47,NA,"Widespread Outbreak"
"648","South Africa",2011,256,254,0,66,4,0,23,93,0,0,0,0,93,NA,"Widespread Outbreak"
"649","South Africa",2011,360,351,0,150,4,0,0,154,0,0,4,4,158,NA,"Widespread Outbreak"
"650","South Africa",2011,438,423,0,205,9,0,0,214,0,0,9,9,223,NA,"Widespread Outbreak"
"651","South Africa",2011,371,358,0,145,10,0,0,155,0,0,21,21,176,NA,"Widespread Outbreak"
"652","South Africa",2011,413,408,0,108,28,0,0,136,0,0,10,10,146,NA,"Widespread Outbreak"
"653","South Africa",2011,368,341,0,78,11,0,0,89,0,0,1,1,90,NA,"Widespread Outbreak"
"654","South Africa",2011,195,195,0,46,15,0,0,61,0,0,5,5,66,NA,"Widespread Outbreak"
"655","South Africa",2011,249,249,0,28,3,0,0,31,0,0,5,5,36,NA,"Widespread Outbreak"
"656","South Africa",2011,181,181,0,19,3,0,0,22,0,0,4,4,26,NA,"Widespread Outbreak"
"657","South Africa",2011,159,158,0,7,3,0,0,10,0,0,5,5,15,NA,"Widespread Outbreak"
"658","South Africa",2011,154,148,0,12,2,0,0,14,0,0,5,5,19,NA,"Widespread Outbreak"
"659","South Africa",2011,104,102,0,2,5,0,0,7,0,0,3,3,10,NA,"Sporadic"
"660","South Africa",2011,142,142,0,8,8,0,0,16,0,0,4,4,20,NA,"Sporadic"
"661","South Africa",2011,178,178,0,1,14,0,0,15,0,0,11,11,26,NA,"Sporadic"
"662","South Africa",2011,159,159,0,1,10,0,0,11,0,0,13,13,24,NA,"Sporadic"
"663","South Africa",2011,136,136,0,0,11,0,0,11,0,0,4,4,15,NA,"Sporadic"
"664","South Africa",2011,138,136,0,0,7,0,0,7,0,0,13,13,20,NA,"Sporadic"
"665","South Africa",2011,138,138,0,0,15,0,0,15,0,0,22,22,37,NA,"Sporadic"
"666","South Africa",2011,148,148,0,0,22,0,0,22,0,0,25,25,47,NA,"Local Outbreak"
"667","South Africa",2011,132,132,0,0,12,0,1,13,0,0,21,21,34,NA,"Local Outbreak"
"668","South Africa",2011,125,125,0,0,10,0,0,10,0,0,13,13,23,NA,"Sporadic"
"669","South Africa",2011,127,127,0,0,5,0,0,5,0,0,11,11,16,NA,"Sporadic"
"670","South Africa",2011,148,148,0,0,5,0,0,5,0,0,11,11,16,NA,"Sporadic"
"671","South Africa",2011,100,100,0,0,0,0,0,0,0,0,8,8,8,NA,"Sporadic"
"672","South Africa",2011,158,158,0,0,3,0,0,3,0,0,11,11,14,NA,"Sporadic"
"673","South Africa",2011,119,119,0,0,1,0,0,1,0,0,5,5,6,NA,"Sporadic"
"674","South Africa",2011,102,102,0,0,2,0,0,2,0,0,2,2,4,NA,"Sporadic"
"675","South Africa",2011,83,83,0,0,0,0,0,0,0,0,2,2,2,NA,"Sporadic"
"676","South Africa",2011,111,111,0,0,0,0,0,0,0,0,7,7,7,NA,"Sporadic"
"677","South Africa",2011,80,80,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"678","South Africa",2011,37,37,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"679","South Africa",2011,15,15,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"680","South Africa",2012,45,45,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"681","South Africa",2012,146,146,0,0,1,0,0,1,0,0,0,0,1,NA,"Sporadic"
"682","South Africa",2012,82,82,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"683","South Africa",2012,77,77,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"684","South Africa",2012,85,85,0,0,1,0,0,1,0,0,0,0,1,NA,"Sporadic"
"685","South Africa",2012,105,105,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"686","South Africa",2012,108,108,0,1,0,0,0,1,0,0,2,2,3,NA,"Sporadic"
"687","South Africa",2012,112,112,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"688","South Africa",2012,88,88,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"689","South Africa",2012,124,124,0,1,0,0,0,1,0,0,0,0,1,NA,"Sporadic"
"690","South Africa",2012,176,176,0,0,1,0,0,1,0,0,3,3,4,NA,"Sporadic"
"691","South Africa",2012,109,109,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"692","South Africa",2012,126,126,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"693","South Africa",2012,101,101,0,0,0,0,0,0,0,0,3,3,3,NA,"Sporadic"
"694","South Africa",2012,130,130,0,0,1,0,0,1,0,1,0,1,2,NA,"Sporadic"
"695","South Africa",2012,129,129,0,0,0,0,0,0,0,3,0,3,3,NA,"Sporadic"
"696","South Africa",2012,133,133,0,0,1,0,0,1,0,3,0,3,4,NA,"Sporadic"
"697","South Africa",2012,140,140,0,0,0,0,0,0,0,5,0,5,5,NA,"Sporadic"
"698","South Africa",2012,168,168,0,0,1,0,0,1,0,2,0,2,3,NA,"Sporadic"
"699","South Africa",2012,263,263,0,0,5,0,0,5,0,2,1,3,8,NA,"Sporadic"
"700","South Africa",2012,227,227,0,1,3,0,0,4,2,5,4,11,15,NA,"Sporadic"
"701","South Africa",2012,219,219,0,0,4,0,0,4,0,2,1,3,7,NA,"Sporadic"
"702","South Africa",2012,276,276,0,0,16,0,0,16,2,4,2,8,24,NA,"Sporadic"
"703","South Africa",2012,243,243,0,0,17,0,0,17,2,4,5,11,28,NA,"Local Outbreak"
"704","South Africa",2012,266,266,0,0,40,0,3,43,3,10,12,25,68,NA,"Local Outbreak"
"705","South Africa",2012,219,219,0,0,42,0,0,42,1,8,1,10,52,NA,"Local Outbreak"
"706","South Africa",2012,263,263,0,1,38,0,0,39,3,4,0,7,46,NA,"Local Outbreak"
"707","South Africa",2012,263,263,0,0,37,0,1,38,6,15,3,24,62,NA,"Local Outbreak"
"708","South Africa",2012,241,241,0,0,50,0,1,51,4,10,2,16,67,NA,"Local Outbreak"
"709","South Africa",2012,352,352,0,0,77,0,1,78,2,13,2,17,95,NA,"Regional Outbreak"
"710","South Africa",2012,356,356,0,0,75,0,1,76,6,27,3,36,112,NA,"Regional Outbreak"
"711","South Africa",2012,240,240,0,0,47,0,0,47,10,19,2,31,78,NA,"Regional Outbreak"
"712","South Africa",2012,342,342,0,1,71,0,0,72,22,25,4,51,123,NA,"Regional Outbreak"
"713","South Africa",2012,315,315,0,0,58,0,0,58,10,36,25,71,129,NA,"Regional Outbreak"
"714","South Africa",2012,311,311,0,0,38,0,0,38,4,25,37,66,104,NA,"Regional Outbreak"
"715","South Africa",2012,226,226,0,0,16,0,0,16,0,28,17,45,61,NA,"Local Outbreak"
"716","South Africa",2012,261,261,0,0,15,0,0,15,8,29,15,52,67,NA,"Local Outbreak"
"717","South Africa",2012,221,221,0,0,12,0,0,12,6,8,30,44,56,NA,"Local Outbreak"
"718","South Africa",2012,131,131,0,0,2,0,0,2,0,11,6,17,19,NA,"Sporadic"
"719","South Africa",2012,249,249,0,0,4,0,0,4,1,9,7,17,21,NA,"Sporadic"
"720","South Africa",2012,192,192,0,0,2,0,1,3,0,2,4,6,9,NA,"Sporadic"
"721","South Africa",2012,150,150,0,0,0,0,0,0,0,0,7,7,7,NA,"Sporadic"
"722","South Africa",2012,193,193,0,0,0,0,0,0,0,0,8,8,8,NA,"Sporadic"
"723","South Africa",2012,138,138,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"724","South Africa",2012,139,139,0,0,1,0,0,1,0,0,0,0,1,NA,"Sporadic"
"725","South Africa",2012,156,156,0,0,0,0,0,0,0,0,4,4,4,NA,"Sporadic"
"726","South Africa",2012,169,169,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"727","South Africa",2012,156,156,0,0,0,0,1,1,0,0,3,3,4,NA,"Sporadic"
"728","South Africa",2012,45,45,0,0,0,0,0,0,0,0,0,0,0,NA,"No Report"
"729","South Africa",2012,129,129,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"730","South Africa",2012,89,89,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"731","South Africa",2012,12,12,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"732","South Africa",2013,18,18,0,1,2,0,0,3,2,0,0,2,5,NA,"Sporadic"
"733","South Africa",2013,102,102,0,1,0,0,0,1,2,0,0,2,3,NA,"Sporadic"
"734","South Africa",2013,93,93,0,1,0,0,0,1,0,0,0,0,1,NA,"Sporadic"
"735","South Africa",2013,114,114,0,3,0,0,0,3,0,0,0,0,3,NA,"Sporadic"
"736","South Africa",2013,182,182,0,1,0,0,0,1,0,0,1,1,2,NA,"Sporadic"
"737","South Africa",2013,108,108,0,3,0,0,0,3,0,0,0,0,3,NA,"Sporadic"
"738","South Africa",2013,116,116,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"739","South Africa",2013,112,112,0,3,0,0,0,3,0,0,0,0,3,NA,"No Activity"
"740","South Africa",2013,99,99,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"741","South Africa",2013,139,139,0,4,1,0,0,5,0,0,0,0,5,NA,"Sporadic"
"742","South Africa",2013,117,117,0,1,0,0,0,1,0,0,0,0,1,NA,"Sporadic"
"743","South Africa",2013,103,103,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"744","South Africa",2013,93,93,0,1,0,0,0,1,0,0,0,0,1,NA,"Sporadic"
"745","South Africa",2013,97,97,0,1,0,0,0,1,0,0,0,0,1,NA,"Sporadic"
"746","South Africa",2013,151,151,0,3,0,0,0,3,0,0,0,0,3,NA,"Sporadic"
"747","South Africa",2013,155,155,0,5,2,0,0,7,0,0,0,0,7,NA,"Sporadic"
"748","South Africa",2013,162,162,0,5,1,0,0,6,0,0,1,1,7,NA,"Sporadic"
"749","South Africa",2013,142,142,0,12,1,0,0,13,0,0,0,0,13,NA,"Sporadic"
"750","South Africa",2013,133,133,0,28,0,0,0,28,0,0,0,0,28,NA,"Local Outbreak"
"751","South Africa",2013,230,230,0,41,1,0,0,42,0,0,0,0,42,NA,"Local Outbreak"
"752","South Africa",2013,305,305,0,70,4,0,0,74,0,0,6,6,80,NA,"Local Outbreak"
"753","South Africa",2013,343,343,0,96,2,0,0,98,0,0,0,0,98,NA,"Local Outbreak"
"754","South Africa",2013,406,406,0,133,6,0,0,139,0,0,0,0,139,NA,"Local Outbreak"
"755","South Africa",2013,377,377,0,122,7,0,0,129,0,0,0,0,129,NA,"Local Outbreak"
"756","South Africa",2013,301,301,0,100,3,0,0,103,0,0,0,0,103,NA,"Local Outbreak"
"757","South Africa",2013,360,360,0,85,12,0,0,97,0,0,4,4,101,NA,"Local Outbreak"
"758","South Africa",2013,321,321,0,47,15,0,0,62,0,0,2,2,64,NA,"Local Outbreak"
"759","South Africa",2013,252,252,0,28,10,0,0,38,0,0,1,1,39,NA,"Local Outbreak"
"760","South Africa",2013,278,278,0,15,7,0,0,22,0,0,4,4,26,NA,"Sporadic"
"761","South Africa",2013,308,308,0,19,6,0,0,25,0,0,2,2,27,NA,"Sporadic"
"762","South Africa",2013,303,303,0,12,20,0,0,32,0,0,3,3,35,NA,"Sporadic"
"763","South Africa",2013,219,219,0,10,22,0,0,32,0,0,9,9,41,NA,"Local Outbreak"
"764","South Africa",2013,291,291,0,12,17,0,1,30,0,0,8,8,38,NA,"Sporadic"
"765","South Africa",2013,245,245,0,5,25,0,0,30,0,0,5,5,35,NA,"Sporadic"
"766","South Africa",2013,245,245,0,8,25,0,0,33,0,0,23,23,56,NA,"Sporadic"
"767","South Africa",2013,194,194,0,1,14,0,0,15,0,0,12,12,27,NA,"Sporadic"
"768","South Africa",2013,150,150,0,6,13,0,0,19,0,0,10,10,29,NA,"Sporadic"
"769","South Africa",2013,162,162,0,3,17,0,0,20,0,0,12,12,32,NA,"Sporadic"
"770","South Africa",2013,162,162,0,3,17,0,0,20,0,0,12,12,32,NA,"Sporadic"
"771","South Africa",2013,109,109,0,1,12,0,0,13,0,0,7,7,20,NA,"Sporadic"
"772","South Africa",2013,124,124,0,0,2,0,0,2,0,0,10,10,12,NA,"Sporadic"
"773","South Africa",2013,100,100,0,0,1,0,0,1,0,0,10,10,11,NA,"Sporadic"
"774","South Africa",2013,103,103,0,0,2,0,0,2,0,0,12,12,14,NA,"Sporadic"
"775","South Africa",2013,71,71,0,0,1,0,0,1,0,0,14,14,15,NA,"Sporadic"
"776","South Africa",2013,135,135,0,0,1,0,0,1,0,0,11,11,12,NA,"Sporadic"
"777","South Africa",2013,75,75,0,0,0,0,0,0,0,0,12,12,12,NA,"Sporadic"
"778","South Africa",2013,76,76,0,0,0,0,0,0,0,0,2,2,2,NA,"Sporadic"
"779","South Africa",2013,88,88,0,0,1,0,0,1,0,0,1,1,2,NA,"Sporadic"
"780","South Africa",2013,51,51,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"781","South Africa",2013,60,60,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"782","South Africa",2013,43,43,0,1,0,0,0,1,0,0,0,0,1,NA,"Sporadic"
"783","South Africa",2013,3,3,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"784","South Africa",2014,6,6,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"785","South Africa",2014,61,61,0,0,1,0,0,1,2,0,0,2,3,NA,"Sporadic"
"786","South Africa",2014,25,25,0,0,1,0,0,1,0,0,0,0,1,NA,"Sporadic"
"787","South Africa",2014,39,39,0,0,0,0,0,0,1,0,0,1,1,NA,"Sporadic"
"788","South Africa",2014,72,72,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"789","South Africa",2014,47,47,0,2,0,0,0,2,0,0,0,0,2,NA,"Sporadic"
"790","South Africa",2014,138,138,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"791","South Africa",2014,112,112,0,2,0,0,0,2,0,0,0,0,2,NA,"Sporadic"
"792","South Africa",2014,68,68,0,0,0,0,0,0,0,1,0,1,1,NA,"Sporadic"
"793","South Africa",2014,77,77,0,0,0,0,0,0,1,0,0,1,1,NA,"Sporadic"
"794","South Africa",2014,84,84,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"795","South Africa",2014,88,88,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"796","South Africa",2014,108,108,0,1,1,0,0,2,0,0,4,4,6,NA,"Sporadic"
"797","South Africa",2014,88,88,0,0,1,0,0,1,0,0,2,2,3,NA,"Sporadic"
"798","South Africa",2014,93,93,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"799","South Africa",2014,89,89,0,1,0,0,0,1,0,0,2,2,3,NA,"Sporadic"
"800","South Africa",2014,91,91,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"801","South Africa",2014,43,43,0,0,2,0,0,2,0,0,0,0,2,NA,"Sporadic"
"802","South Africa",2014,78,78,0,0,1,0,0,1,0,0,0,0,1,NA,"Sporadic"
"803","South Africa",2014,110,110,0,5,7,0,0,12,0,0,0,0,12,NA,"Sporadic"
"804","South Africa",2014,149,149,0,3,4,0,0,7,0,0,0,0,7,NA,"Sporadic"
"805","South Africa",2014,141,141,0,3,6,0,0,9,0,0,1,1,10,NA,"Sporadic"
"806","South Africa",2014,176,176,0,2,16,0,1,19,0,0,1,1,20,NA,"Sporadic"
"807","South Africa",2014,200,200,0,5,20,0,0,25,0,0,1,1,26,NA,"Sporadic"
"808","South Africa",2014,245,245,0,1,51,0,0,52,0,0,0,0,52,NA,"Sporadic"
"809","South Africa",2014,216,216,0,2,65,0,0,67,0,0,0,0,67,NA,"Sporadic"
"810","South Africa",2014,235,235,0,3,72,0,0,75,0,0,0,0,75,NA,"Sporadic"
"811","South Africa",2014,180,180,0,2,49,0,0,51,0,0,0,0,51,NA,"Sporadic"
"812","South Africa",2014,242,242,0,12,50,0,0,62,0,0,6,6,68,NA,"Local Outbreak"
"813","South Africa",2014,265,265,0,7,43,0,0,50,1,0,8,9,59,NA,"Local Outbreak"
"814","South Africa",2014,191,191,0,11,52,0,0,63,0,0,9,9,72,NA,"Local Outbreak"
"815","South Africa",2014,254,254,0,7,63,0,0,70,9,0,10,19,89,NA,"Local Outbreak"
"816","South Africa",2014,215,215,0,8,47,0,0,55,9,0,5,14,69,NA,"Local Outbreak"
"817","South Africa",2014,130,130,0,3,15,0,0,18,0,0,11,11,29,NA,"Local Outbreak"
"818","South Africa",2014,251,251,0,1,20,0,0,21,0,0,9,9,30,NA,"Local Outbreak"
"819","South Africa",2014,208,208,0,1,11,0,0,12,0,0,8,8,20,NA,"Sporadic"
"820","South Africa",2014,215,215,0,0,6,0,0,6,0,0,17,17,23,NA,"Sporadic"
"821","South Africa",2014,180,180,0,0,7,0,0,7,0,0,14,14,21,NA,"Sporadic"
"822","South Africa",2014,145,145,0,0,6,0,0,6,0,0,2,2,8,NA,"Sporadic"
"823","South Africa",2014,117,117,0,1,0,0,0,1,0,0,1,1,2,NA,"Sporadic"
"824","South Africa",2014,143,143,0,0,2,0,0,2,0,0,0,0,2,NA,"Sporadic"
"825","South Africa",2014,122,122,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"826","South Africa",2014,82,82,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"827","South Africa",2014,35,35,0,0,0,0,0,0,0,0,1,1,1,NA,"No Activity"
"828","South Africa",2014,55,55,0,0,0,0,0,0,0,0,2,2,2,NA,"No Activity"
"829","South Africa",2014,72,72,0,0,0,0,0,0,0,0,1,1,1,NA,"No Activity"
"830","South Africa",2014,82,82,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"831","South Africa",2014,92,92,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"832","South Africa",2014,31,31,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"833","South Africa",2014,48,48,0,0,2,0,0,2,0,0,0,0,2,NA,"Sporadic"
"834","South Africa",2014,29,29,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"835","South Africa",2014,32,32,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"836","South Africa",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Report"
