"","Country","Year","SPEC_RECEIVED_NB","SPEC_PROCESSED_NB","AH1","AH1N12009","AH3","AH5","ANOTSUBTYPED","INF_A","BYAMAGATA","BVICTORIA","BNOTDETERMINED","INF_B","ALL_INF","ALL_INF2","TITLE"
"837","South Africa",2015,18,18,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"838","South Africa",2015,67,67,0,2,2,0,0,4,0,0,1,1,5,NA,"Sporadic"
"839","South Africa",2015,62,62,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"840","South Africa",2015,82,82,0,0,0,0,0,0,0,0,2,2,2,NA,"Sporadic"
"841","South Africa",2015,80,80,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"842","South Africa",2015,106,106,0,0,1,0,0,1,0,0,1,1,2,NA,"No Report"
"843","South Africa",2015,114,114,0,0,1,0,0,1,0,0,0,0,1,NA,"Sporadic"
"844","South Africa",2015,97,97,0,0,3,0,0,3,0,0,0,0,3,NA,"Sporadic"
"845","South Africa",2015,91,91,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"846","South Africa",2015,105,105,0,0,2,0,0,2,0,0,0,0,2,NA,"Sporadic"
"847","South Africa",2015,109,109,0,1,1,0,0,2,0,0,1,1,3,NA,"Sporadic"
"848","South Africa",2015,102,102,0,0,0,0,0,0,0,0,2,2,2,NA,"Sporadic"
"849","South Africa",2015,107,107,0,3,0,0,0,3,0,0,0,0,3,NA,"Sporadic"
"850","South Africa",2015,86,86,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"851","South Africa",2015,124,124,0,2,2,0,0,4,0,0,2,2,6,NA,"Sporadic"
"852","South Africa",2015,144,144,0,1,0,0,0,1,0,0,1,1,2,NA,"Sporadic"
"853","South Africa",2015,146,146,0,5,2,0,0,7,0,0,2,2,9,NA,"Sporadic"
"854","South Africa",2015,107,107,0,5,2,0,1,8,0,0,4,4,12,NA,"Sporadic"
"855","South Africa",2015,216,216,0,15,4,0,0,19,0,0,2,2,21,NA,"Local Outbreak"
"856","South Africa",2015,222,222,0,38,19,0,2,59,0,0,2,2,61,NA,"Widespread Outbreak"
"857","South Africa",2015,235,235,0,32,30,0,0,62,0,0,0,0,62,NA,"Widespread Outbreak"
"858","South Africa",2015,230,230,0,39,47,0,0,86,0,0,5,5,91,NA,"Widespread Outbreak"
"859","South Africa",2015,244,244,0,38,33,0,1,72,0,0,0,0,72,NA,"Widespread Outbreak"
"860","South Africa",2015,294,294,0,71,45,0,0,116,0,0,10,10,126,NA,"Widespread Outbreak"
"861","South Africa",2015,169,169,0,44,28,0,0,72,0,0,4,4,76,NA,"Widespread Outbreak"
"862","South Africa",2015,282,282,0,44,40,0,0,84,0,0,2,2,86,NA,"Widespread Outbreak"
"863","South Africa",2015,219,219,0,21,22,0,0,43,0,0,6,6,49,NA,"Widespread Outbreak"
"864","South Africa",2015,162,162,0,13,9,0,0,22,0,0,6,6,28,NA,"Widespread Outbreak"
"865","South Africa",2015,245,245,0,7,5,0,0,12,0,0,7,7,19,NA,"Sporadic"
"866","South Africa",2015,179,179,0,1,2,0,0,3,0,0,8,8,11,NA,"Sporadic"
"867","South Africa",2015,164,164,0,0,1,0,0,1,0,0,4,4,5,NA,"Sporadic"
"868","South Africa",2015,209,209,0,1,0,0,0,1,0,0,10,10,11,NA,"Sporadic"
"869","South Africa",2015,135,135,0,1,3,0,0,4,0,0,7,7,11,NA,"Sporadic"
"870","South Africa",2015,177,177,0,1,1,0,0,2,0,0,13,13,15,NA,"Sporadic"
"871","South Africa",2015,174,174,0,2,2,0,0,4,0,0,9,9,13,NA,"Sporadic"
"872","South Africa",2015,173,173,0,0,0,0,0,0,0,0,14,14,14,NA,"Sporadic"
"873","South Africa",2015,152,152,0,0,0,0,0,0,4,0,0,4,4,NA,"Sporadic"
"874","South Africa",2015,119,119,0,0,0,0,0,0,8,0,1,9,9,NA,"Sporadic"
"875","South Africa",2015,107,107,0,0,1,0,0,1,3,0,0,3,4,NA,"Sporadic"
"876","South Africa",2015,131,131,0,0,0,0,0,0,5,0,0,5,5,NA,"Sporadic"
"877","South Africa",2015,114,114,0,0,1,0,0,1,5,0,0,5,6,NA,"Sporadic"
"878","South Africa",2015,130,130,0,1,0,0,0,1,0,0,5,5,6,NA,"Sporadic"
"879","South Africa",2015,127,127,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"880","South Africa",2015,108,108,0,0,0,0,0,0,0,0,3,3,3,NA,"Sporadic"
"881","South Africa",2015,69,69,0,0,0,0,0,0,0,0,0,0,0,NA,"No Report"
"882","South Africa",2015,99,99,0,0,0,0,0,0,0,0,2,2,2,NA,"Sporadic"
"883","South Africa",2015,73,73,0,0,0,0,0,0,0,0,0,0,0,NA,"No Activity"
"884","South Africa",2015,93,93,0,0,0,0,0,0,0,0,4,4,4,NA,"Sporadic"
"885","South Africa",2015,88,88,0,0,0,0,0,0,0,0,2,2,2,NA,"Sporadic"
"886","South Africa",2015,108,108,0,0,0,0,0,0,0,0,1,1,1,NA,"Sporadic"
"887","South Africa",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Report"
"888","South Africa",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Report"
"889","South Africa",2016,55,55,0,0,0,0,0,0,0,0,0,0,0,55,"No Report"
"890","South Africa",2016,83,83,0,0,1,0,0,1,0,0,0,0,1,82,"No Report"
"891","South Africa",2016,92,92,0,0,1,0,0,1,0,0,0,0,1,91,"No Report"
"892","South Africa",2016,102,102,0,0,0,0,0,0,0,0,1,1,1,101,"No Report"
"893","South Africa",2016,96,96,0,0,0,0,0,0,0,0,0,0,0,96,"No Report"
"894","South Africa",2016,120,120,0,0,0,0,0,0,0,0,1,1,1,119,"No Report"
"895","South Africa",2016,117,117,0,1,0,0,0,1,0,0,0,0,1,116,"No Report"
"896","South Africa",2016,151,151,0,0,0,0,0,0,0,0,3,3,3,148,"No Report"
"897","South Africa",2016,113,113,0,0,0,0,0,0,0,0,3,3,3,110,"No Report"
"898","South Africa",2016,147,147,0,1,0,0,0,1,0,0,2,2,3,144,"No Report"
"899","South Africa",2016,130,130,0,0,0,0,0,0,0,0,0,0,0,130,"No Report"
"900","South Africa",2016,73,73,0,1,0,0,0,1,0,0,3,3,4,69,"No Report"
"901","South Africa",2016,56,56,0,1,0,0,0,1,0,0,1,1,2,54,"No Report"
"902","South Africa",2016,165,165,0,0,0,0,0,0,0,0,2,2,2,163,"No Report"
"903","South Africa",2016,177,177,0,0,0,0,0,0,0,0,3,3,3,174,"No Report"
"904","South Africa",2016,166,166,0,0,0,0,0,0,0,0,2,2,2,164,"No Report"
"905","South Africa",2016,108,108,0,0,0,0,0,0,0,0,2,2,2,106,"No Report"
"906","South Africa",2016,137,137,0,0,0,0,0,0,0,0,6,6,6,131,"No Report"
"907","South Africa",2016,192,192,0,3,1,0,0,4,0,0,14,14,18,174,"No Report"
"908","South Africa",2016,237,237,0,0,1,0,0,1,2,19,7,28,29,208,"No Report"
"909","South Africa",2016,213,213,0,1,2,0,0,3,2,24,2,28,31,182,"No Report"
"910","South Africa",2016,234,234,0,0,3,0,0,3,1,31,3,35,38,196,"No Report"
"911","South Africa",2016,278,278,0,2,5,0,0,7,1,35,6,42,49,229,"No Report"
"912","South Africa",2016,201,201,0,1,9,0,0,10,1,22,15,38,48,153,"No Report"
"913","South Africa",2016,224,224,0,2,5,0,0,7,0,19,22,41,48,176,"No Report"
"914","South Africa",2016,242,242,0,4,13,0,1,18,1,18,17,36,54,189,"No Report"
"915","South Africa",2016,223,223,0,1,12,0,0,13,5,21,4,30,43,180,"No Report"
"916","South Africa",2016,240,240,0,5,18,0,0,23,1,7,20,28,51,189,"No Report"
"917","South Africa",2016,188,188,0,7,32,0,0,39,0,10,4,14,53,135,"No Report"
"918","South Africa",2016,191,191,0,13,18,0,0,31,0,7,9,16,47,144,"No Report"
"919","South Africa",2016,94,94,0,8,16,0,0,24,0,0,9,9,33,62,"No Report"
"920","South Africa",2016,201,201,0,23,27,0,1,51,0,0,14,14,65,137,"No Report"
"921","South Africa",2016,230,230,0,22,32,0,0,54,0,0,12,12,66,164,"No Report"
"922","South Africa",2016,202,202,0,22,16,0,0,38,0,0,8,8,46,156,"No Report"
"923","South Africa",2016,218,218,0,42,23,0,0,65,0,8,7,15,80,138,"No Report"
"924","South Africa",2016,198,198,0,32,18,0,0,50,0,0,2,2,52,146,"No Report"
"925","South Africa",2016,201,201,0,22,17,0,0,39,0,0,10,10,49,152,"No Report"
"926","South Africa",2016,132,132,0,15,5,0,0,20,0,0,1,1,21,111,"No Report"
"927","South Africa",2016,109,109,0,8,2,0,0,10,0,0,0,0,10,99,"No Report"
"928","South Africa",2016,111,111,0,3,0,0,0,3,0,0,1,1,4,107,"No Report"
"929","South Africa",2016,130,130,0,3,1,0,0,4,0,0,0,0,4,126,"No Report"
"930","South Africa",2016,108,108,0,1,1,0,0,2,0,0,0,0,2,106,"No Report"
"931","South Africa",2016,104,104,0,3,0,0,0,3,0,0,0,0,3,101,"No Report"
"932","South Africa",2016,98,98,0,0,0,0,0,0,0,0,0,0,0,98,"No Report"
"933","South Africa",2016,114,114,NA,1,0,0,0,1,0,0,1,1,2,112,"No Report"
"934","South Africa",2016,104,104,NA,0,0,0,0,0,0,0,0,0,0,104,"No Report"
"935","South Africa",2016,91,91,NA,0,0,0,0,0,0,0,0,0,0,91,"No Report"
"936","South Africa",2016,42,42,NA,0,0,0,0,0,0,0,1,1,1,41,"No Report"
"937","South Africa",2016,44,44,NA,0,0,0,0,0,0,0,0,0,0,44,"No Report"
"938","South Africa",2016,62,62,NA,0,0,0,0,0,0,0,0,0,0,62,"No Report"
"939","South Africa",2016,44,44,NA,0,0,0,0,0,0,0,0,0,0,NA,"No Report"
"940","South Africa",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Report"
"941","South Africa",2017,54,54,0,0,2,0,0,2,0,1,0,1,3,52,"No Report"
"942","South Africa",2017,60,60,0,1,2,0,0,3,0,0,0,0,3,57,"No Report"
"943","South Africa",2017,88,88,0,0,0,0,0,0,0,0,0,0,0,88,"No Report"
"944","South Africa",2017,76,76,0,0,3,0,0,3,0,0,0,0,3,73,"No Report"
"945","South Africa",2017,81,81,0,0,2,0,0,2,0,0,0,0,2,79,"No Report"
"946","South Africa",2017,118,118,0,0,2,0,0,2,0,0,0,0,2,116,"No Report"
"947","South Africa",2017,115,115,0,0,0,0,0,0,0,0,0,0,0,115,"No Report"
"948","South Africa",2017,97,97,0,0,1,0,0,1,0,0,0,0,1,96,"No Report"
"949","South Africa",2017,110,110,0,0,0,0,0,0,0,0,0,0,0,110,"No Report"
"950","South Africa",2017,134,134,0,1,0,0,0,1,0,0,0,0,1,133,"No Report"
"951","South Africa",2017,142,142,0,0,0,0,0,0,0,0,0,0,0,142,"No Report"
"952","South Africa",2017,96,96,0,0,1,0,0,1,0,0,0,0,1,95,"No Report"
"953","South Africa",2017,105,105,0,0,0,0,0,0,0,0,0,0,0,105,"No Report"
"954","South Africa",2017,123,123,0,0,1,0,0,1,1,0,0,1,2,122,"No Report"
"955","South Africa",2017,78,78,0,1,2,0,0,3,1,0,0,1,4,75,"No Report"
"956","South Africa",2017,87,87,0,0,0,0,0,0,0,0,0,0,0,87,"No Report"
"957","South Africa",2017,84,84,0,0,1,0,0,1,0,0,0,0,1,83,"No Report"
"958","South Africa",2017,141,141,0,0,2,0,0,2,0,0,0,0,2,139,"No Report"
"959","South Africa",2017,142,142,0,1,1,0,0,2,0,0,0,0,2,140,"No Report"
"960","South Africa",2017,165,165,0,1,1,0,0,2,0,0,0,0,2,163,"No Report"
"961","South Africa",2017,166,166,0,2,8,0,0,10,1,0,0,1,11,156,"No Report"
"962","South Africa",2017,196,196,0,0,22,0,0,22,0,0,1,1,23,174,"No Report"
"963","South Africa",2017,209,209,0,5,28,0,0,33,2,0,0,2,35,176,"No Report"
"964","South Africa",2017,209,209,0,3,39,0,0,42,1,0,1,2,44,167,"No Report"
"965","South Africa",2017,252,252,0,9,61,0,0,70,3,0,0,3,73,182,"No Report"
"966","South Africa",2017,302,302,0,8,105,0,0,113,4,0,0,4,117,189,"No Report"
"967","South Africa",2017,241,241,0,9,81,0,0,90,3,0,1,4,94,151,"No Report"
"968","South Africa",2017,264,264,0,4,62,0,0,66,2,0,1,3,69,198,"No Report"
"969","South Africa",2017,223,223,0,3,57,0,0,60,10,0,1,11,71,163,"No Report"
"970","South Africa",2017,215,215,0,6,52,0,0,58,11,0,2,13,71,157,"No Report"
"971","South Africa",2017,246,246,0,7,59,0,0,66,8,0,0,8,74,180,"No Report"
"972","South Africa",2017,188,188,0,3,49,0,0,52,9,0,3,12,64,136,"No Report"
"973","South Africa",2017,253,253,0,3,59,0,0,62,11,0,5,16,78,191,"No Report"
"974","South Africa",2017,212,212,0,2,39,0,0,41,22,0,4,26,67,171,"No Report"
"975","South Africa",2017,228,228,0,1,28,0,0,29,31,0,7,38,67,199,"No Report"
"976","South Africa",2017,225,225,0,3,17,0,0,20,32,0,7,39,59,205,"No Report"
"977","South Africa",2017,181,181,0,1,9,0,0,10,21,0,10,31,41,171,"No Report"
"978","South Africa",2017,184,184,0,0,9,0,0,9,13,0,13,26,35,175,"No Report"
"979","South Africa",2017,129,129,0,1,3,0,0,4,6,0,12,18,22,125,"No Report"
"980","South Africa",2017,129,128,0,0,1,0,0,1,10,1,5,16,17,127,"No Report"
"981","South Africa",2017,115,113,0,2,0,0,0,2,8,0,5,13,15,111,"No Report"
"982","South Africa",2017,146,140,0,1,1,0,0,2,2,0,6,8,10,138,"No Report"
"983","South Africa",2017,130,130,0,0,0,0,0,0,1,0,7,8,8,130,"No Report"
"984","South Africa",2017,123,123,0,0,0,0,0,0,2,0,3,5,5,123,"No Report"
"985","South Africa",2017,143,142,0,0,0,0,0,0,7,0,0,7,7,142,"No Report"
"986","South Africa",2017,116,115,0,0,0,0,0,0,0,0,0,0,0,115,"No Report"
"987","South Africa",2017,106,98,0,1,1,0,0,2,0,0,0,0,2,96,"No Report"
"988","South Africa",2017,98,57,0,0,0,0,0,0,1,0,1,2,2,57,"No Report"
"989","South Africa",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Report"
"990","South Africa",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Report"
"991","South Africa",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Report"
"992","South Africa",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Report"
"993","South Africa",2018,70,70,0,1,1,0,0,2,1,1,0,2,4,66,"No Activity"
"994","South Africa",2018,65,65,0,1,0,0,0,1,2,0,0,2,3,62,"No Activity"
"995","South Africa",2018,86,86,0,2,1,0,0,3,2,0,0,2,5,81,"Sporadic"
"996","South Africa",2018,57,57,0,1,0,0,0,1,1,0,1,2,3,54,"Sporadic"
"997","South Africa",2018,125,125,0,1,0,0,0,1,1,0,0,1,2,123,"Sporadic"
"998","South Africa",2018,146,146,0,0,0,0,0,0,2,0,0,2,2,144,"No Activity"
"999","South Africa",2018,129,129,0,1,0,0,0,1,3,0,0,3,4,125,"Sporadic"
"1000","South Africa",2018,135,135,0,0,0,0,0,0,1,0,0,1,1,134,"No Activity"
"1001","South Africa",2018,140,140,0,0,0,0,0,0,0,0,0,0,0,140,"No Activity"
"1002","South Africa",2018,166,166,0,0,0,0,0,0,0,0,0,0,0,166,"Sporadic"
"1003","South Africa",2018,174,174,0,0,1,0,0,1,4,0,0,4,5,169,"Sporadic"
"1004","South Africa",2018,113,113,0,0,1,0,0,1,1,0,0,1,2,111,"Sporadic"
"1005","South Africa",2018,128,128,0,5,1,0,0,6,0,0,0,0,6,122,"Sporadic"
"1006","South Africa",2018,138,138,0,4,0,0,0,4,0,0,1,1,5,133,"Sporadic"
"1007","South Africa",2018,182,182,0,3,0,0,0,3,0,0,0,0,3,179,"Sporadic"
"1008","South Africa",2018,215,215,0,13,0,0,0,13,1,0,0,1,14,201,"Regional Outbreak"
"1009","South Africa",2018,163,163,0,21,0,0,0,21,0,0,0,0,21,142,"Regional Outbreak"
"1010","South Africa",2018,126,126,0,7,1,0,0,8,0,0,0,0,8,118,"Regional Outbreak"
"1011","South Africa",2018,177,177,0,26,1,0,0,27,0,0,0,0,27,150,"Regional Outbreak"
"1012","South Africa",2018,190,190,0,28,1,0,0,29,0,0,0,0,29,161,"Widespread Outbreak"
"1013","South Africa",2018,226,226,0,48,0,0,0,48,0,0,0,0,48,178,"Widespread Outbreak"
"1014","South Africa",2018,213,213,0,62,0,0,0,62,1,0,0,1,63,150,"Widespread Outbreak"
"1015","South Africa",2018,243,243,0,87,0,0,1,88,0,0,0,0,88,155,"Widespread Outbreak"
"1016","South Africa",2018,265,265,0,97,0,0,0,97,0,2,0,2,99,166,"Widespread Outbreak"
"1017","South Africa",2018,254,254,0,83,1,0,1,85,2,2,0,4,89,165,"Widespread Outbreak"
"1018","South Africa",2018,197,197,0,47,1,0,0,48,3,2,0,5,53,144,"Widespread Outbreak"
"1019","South Africa",2018,187,187,0,30,0,0,1,31,2,7,0,9,40,147,"Widespread Outbreak"
"1020","South Africa",2018,175,175,0,27,2,0,2,31,0,3,0,3,34,141,"Regional Outbreak"
"1021","South Africa",2018,145,145,0,13,1,0,1,15,8,4,0,12,27,118,"Widespread Outbreak"
"1022","South Africa",2018,160,160,0,5,5,0,0,10,5,4,1,10,20,140,"Regional Outbreak"
"1023","South Africa",2018,145,145,0,5,1,0,0,6,7,9,2,18,24,121,"Regional Outbreak"
"1024","South Africa",2018,129,129,0,2,0,0,0,2,2,15,0,17,19,110,"Regional Outbreak"
"1025","South Africa",2018,179,179,0,1,1,0,0,2,3,26,5,34,36,143,"Widespread Outbreak"
"1026","South Africa",2018,195,195,0,5,1,0,0,6,16,29,3,48,54,141,"Regional Outbreak"
"1027","South Africa",2018,185,185,0,4,1,0,0,5,13,35,2,50,55,130,"Widespread Outbreak"
"1028","South Africa",2018,168,168,0,3,1,0,0,4,7,40,3,50,54,114,"Widespread Outbreak"
"1029","South Africa",2018,192,192,0,1,0,0,0,1,10,42,3,55,56,136,"Widespread Outbreak"
"1030","South Africa",2018,173,173,0,2,3,0,0,5,1,42,6,49,54,119,"Widespread Outbreak"
"1031","South Africa",2018,124,124,0,2,0,0,0,2,1,17,8,26,28,96,"Regional Outbreak"
"1032","South Africa",2018,136,136,0,2,0,0,0,2,3,20,1,24,26,110,"Local Outbreak"
"1033","South Africa",2018,110,110,0,0,0,0,0,0,3,11,1,15,15,95,"Sporadic"
"1034","South Africa",2018,120,120,0,1,2,0,0,3,1,2,0,3,6,114,"Sporadic"
"1035","South Africa",2018,107,107,0,0,0,0,0,0,0,4,0,4,4,103,"Sporadic"
"1036","South Africa",2018,101,101,0,2,0,0,0,2,0,3,0,3,5,96,"Sporadic"
"1037","South Africa",2018,83,83,0,0,0,0,0,0,0,5,1,6,6,77,"Sporadic"
"1038","South Africa",2018,105,105,0,1,2,0,0,3,0,2,0,2,5,100,"Sporadic"
"1039","South Africa",2018,77,77,0,0,0,0,0,0,0,4,0,4,4,73,"Sporadic"
"1040","South Africa",2018,60,60,0,0,0,0,0,0,0,0,0,0,0,60,"No Activity"
"1041","South Africa",2018,74,74,0,0,0,0,0,0,0,0,0,0,0,74,"No Activity"
"1042","South Africa",2018,78,78,0,1,1,0,0,2,0,0,1,1,3,75,"Sporadic"
"1043","South Africa",2018,42,42,0,0,0,0,1,1,0,0,0,0,1,41,"Sporadic"
"1044","South Africa",2018,12,12,0,0,0,0,0,0,0,0,0,0,0,12,"No Activity"
